"","Date","MaxTemp.degF.","MinTemp.degF.","Precip.inches.","TempSource","PrecipSource"
"18078","8/9/2012",73.1,52.9,0.02,"CC2","CC2"
"18079","8/10/2012",74.7,52.4,0,"CC2","CC2"
"18080","8/11/2012",75.3,44.2,0,"CC2","CC2"
"18081","8/12/2012",71.4,56.5,0,"CC2","CC2"
"18082","8/13/2012",77.8,53.5,0,"CC2","CC2"
"18083","8/14/2012",76,48.7,0,"CC2","CC2"
"18084","8/15/2012",80.1,56.4,0.08,"CC2","CC2"
"18085","8/16/2012",69.7,49.9,0,"CC2","CC2"
"18086","8/17/2012",71.9,42.5,0,"CC2","CC2"
"18087","8/18/2012",77.1,43.5,0,"CC2","CC2"
"18088","8/19/2012",74.3,49.9,0,"CC2","CC2"
"18089","8/20/2012",75.7,40.4,0,"CC2","CC2"
"18090","8/21/2012",79.2,43.4,0,"CC2","CC2"
"18091","8/22/2012",81.5,51.6,0.03,"CC2","CC2"
"18092","8/23/2012",79.3,66.8,0,"CC2","CC2"
"18093","8/29/2012",89.7,72.5,0,"CC2","CC2"
"18094","8/30/2012",85.5,70.2,0,"CC2","CC2"
"18095","8/31/2012",82.7,51,0,"CC2","CC2"
"18096","9/1/2012",82.6,49.8,0,"CC2","CC2"
"18097","9/2/2012",85.4,51,0,"CC2","CC2"
"18098","9/3/2012",90.1,62.1,0,"CC2","CC2"
"18099","9/4/2012",88.3,58.1,0,"CC2","CC2"
"18100","9/5/2012",78.1,53.4,0,"CC2","CC2"
"18101","9/6/2012",79.2,45.8,0.01,"CC2","CC2"
"18102","9/7/2012",65.6,51.2,0.05,"CC2","CC2"
"18103","9/8/2012",74.3,41,0,"CC2","CC2"
"18104","9/9/2012",73.3,47.9,0,"CC2","CC2"
"18105","9/10/2012",81.9,46.3,0,"CC2","CC2"
"18106","9/11/2012",93.8,60,0,"CC2","CC2"
"18107","9/12/2012",74.5,52.9,0.36,"CC2","CC2"
"18108","9/13/2012",73.2,44.4,0,"CC2","CC2"
"18109","9/14/2012",72.4,38.9,0,"CC2","CC2"
"18110","9/15/2012",82.5,41,0,"CC2","CC2"
"18111","9/16/2012",78.4,56,0,"CC2","CC2"
"18112","9/17/2012",60.5,46.8,0.12,"CC2","CC2"
"18113","9/18/2012",59.1,37.1,0,"CC2","CC2"
"18114","9/19/2012",71.4,46.6,0.01,"CC2","CC2"
"18115","9/20/2012",63,43.9,0,"CC2","CC2"
"18116","9/21/2012",60.3,40.6,0.04,"CC2","CC2"
"18117","9/22/2012",55.4,33.2,0,"CC2","CC2"
"18118","9/23/2012",59.1,27.9,0,"CC2","CC2"
"18119","9/24/2012",74.1,29.6,0,"CC2","CC2"
"18120","9/25/2012",65,38.9,0,"CC2","CC2"
"18121","9/26/2012",61,30.5,0,"CC2","CC2"
"18122","9/27/2012",67.2,28.1,0,"CC2","CC2"
"18123","9/28/2012",75.7,32.8,0,"CC2","CC2"
"18124","9/29/2012",79.6,40.1,0,"CC2","CC2"
"18125","9/30/2012",76.2,38,0,"CC2","CC2"
"18126","10/1/2012",69.8,45.3,0,"CC2","CC2"
"18127","10/2/2012",71.5,30.8,0,"CC2","CC2"
"18128","10/3/2012",76.2,37.7,0,"CC2","CC2"
"18129","10/4/2012",63.2,40.9,0,"CC2","CC2"
"18130","10/5/2012",42.2,33.9,0,"CC2","CC2"
"18131","10/6/2012",43.2,30.6,0,"CC2","CC2"
"18132","10/7/2012",53,21.6,0,"CC2","CC2"
"18133","10/8/2012",59,33,0,"CC2","CC2"
"18134","10/9/2012",47.9,36.9,0.01,"CC2","CC2"
"18135","10/10/2012",50.6,26.1,0,"CC2","CC2"
"18136","10/11/2012",48.8,25,0,"CC2","CC2"
"18137","10/12/2012",51.4,17.8,0,"CC2","CC2"
"18138","10/13/2012",50.6,44.4,0,"CC2","CC2"
"18139","10/14/2012",58.1,43.2,0,"CC2","CC2"
"18140","10/15/2012",62,29.2,0,"CC2","CC2"
"18141","10/16/2012",69.7,47.1,0,"CC2","CC2"
"18142","10/17/2012",62.2,44.2,0,"CC2","CC2"
"18143","10/18/2012",49.3,42.1,0.01,"CC2","CC2"
"18144","10/19/2012",52.3,36.3,0.13,"CC2","CC2"
"18145","10/20/2012",55.5,27.3,0,"CC2","CC2"
"18146","10/21/2012",66.8,40,0,"CC2","CC2"
"18147","10/22/2012",56.2,44.6,0.08,"CC2","CC2"
"18148","10/23/2012",62,50.6,0.1,"CC2","CC2"
"18149","10/24/2012",58.2,47.2,0.04,"CC2","CC2"
"18150","10/25/2012",46.3,34.5,0.03,"CC2","CC2"
"18151","10/26/2012",38,29.5,1.13,"CC2","CC2"
"18152","10/27/2012",42.8,24.9,0,"CC2","CC2"
"18153","10/28/2012",43.7,23,0,"CC2","CC2"
"18154","10/29/2012",45,27.4,0,"CC2","CC2"
"18155","10/30/2012",48.5,24.7,0,"CC2","CC2"
"18156","10/31/2012",50.3,17.2,0,"CC2","CC2"
"18157","11/1/2012",43,27.7,0,"CC2","CC2"
"18158","11/2/2012",38.9,20.5,0,"CC2","CC2"
"18159","11/3/2012",39.7,31.7,0,"CC2","CC2"
"18160","11/4/2012",45.6,29.5,0,"CC2","CC2"
"18161","11/5/2012",41.9,33,0,"CC2","CC2"
"18162","11/6/2012",42.4,37,0.34,"CC2","CC2"
"18163","11/7/2012",44.4,35.9,0.01,"CC2","CC2"
"18164","11/8/2012",52.3,32.7,0.26,"CC2","CC2"
"18165","11/9/2012",49.5,33.3,0,"CC2","CC2"
"18166","11/10/2012",61.5,42,0,"CC2","CC2"
"18167","11/11/2012",60.5,23.1,0,"CC2","CC2"
"18168","11/12/2012",25.2,17.7,0,"CC2","CC2"
"18169","11/13/2012",42,11.4,0,"CC2","CC2"
"18170","11/14/2012",50.8,30.1,0,"CC2","CC2"
"18171","11/15/2012",50,27.2,0,"CC2","CC2"
"18172","11/16/2012",42.7,13,0,"CC2","CC2"
"18173","11/17/2012",56.6,32.4,0,"CC2","CC2"
"18174","11/18/2012",55.6,43.2,0,"CC2","CC2"
"18175","11/19/2012",58.2,33.7,0,"CC2","CC2"
"18176","11/20/2012",52.9,25.1,0,"CC2","CC2"
"18177","11/21/2012",57.1,35.6,0,"CC2","CC2"
"18178","11/22/2012",57.9,22.8,0,"CC2","CC2"
"18179","11/23/2012",25.3,15.1,0,"CC2","CC2"
"18180","11/24/2012",27.4,2.2,0,"CC2","CC2"
"18181","11/25/2012",28.1,25.2,0,"CC2","CC2"
"18182","11/26/2012",24.9,5.8,0,"CC2","CC2"
"18183","11/27/2012",33.9,9.2,0,"CC2","CC2"
"18184","11/28/2012",32.7,20.3,0,"CC2","CC2"
"18185","11/29/2012",34.9,17.8,0,"CC2","CC2"
"18186","11/30/2012",33.8,26.1,0,"CC2","CC2"
"18187","12/1/2012",42.6,32.5,0,"CC2","CC2"
"18188","12/2/2012",37.6,26.8,0,"CC2","CC2"
"18189","12/3/2012",52.1,36.1,0,"CC2","CC2"
"18190","12/4/2012",40.9,16.1,0,"CC2","CC2"
"18191","12/5/2012",36.6,11.6,0,"CC2","CC2"
"18192","12/6/2012",43.4,26.7,0,"CC2","CC2"
"18193","12/7/2012",29.7,17.5,0,"CC2","CC2"
"18194","12/8/2012",35,20.2,0,"CC2","CC2"
"18195","12/9/2012",29.5,22.1,0,"CC2","CC2"
"18196","12/10/2012",19.7,-0.9,0,"CC2","CC2"
"18197","12/11/2012",15.6,-4,0,"CC2","CC2"
"18198","12/12/2012",37.3,-6.3,0,"CC2","CC2"
"18199","12/13/2012",36,13.9,0,"CC2","CC2"
"18200","12/14/2012",32.5,6.5,0,"CC2","CC2"
"18201","12/15/2012",36.1,32.6,0,"CC2","CC2"
"18202","12/16/2012",33.5,19.4,0.01,"CC2","CC2"
"18203","12/17/2012",21.1,19.2,0,"CC2","CC2"
"18204","12/18/2012",27.8,19.9,0,"CC2","CC2"
"18205","12/19/2012",31.7,22.9,0,"CC2","CC2"
"18206","12/20/2012",25.1,11.9,0.01,"CC2","CC2"
"18207","12/21/2012",18.4,3.2,0.04,"CC2","CC2"
"18208","12/22/2012",24.8,0.4,0,"CC2","CC2"
"18209","12/23/2012",18.1,4.6,0,"CC2","CC2"
"18210","12/24/2012",15,3.7,0.01,"CC2","CC2"
"18211","12/25/2012",9.1,-5.2,0,"CC2","CC2"
"18212","12/26/2012",15.1,-4.2,0,"CC2","CC2"
"18213","12/27/2012",20.2,-4.6,0,"CC2","CC2"
"18214","12/28/2012",22.8,8.5,0,"CC2","CC2"
"18215","12/29/2012",18.3,2.6,0,"CC2","CC2"
"18216","12/30/2012",17.8,-4.1,0,"CC2","CC2"
"18217","12/31/2012",15.9,-2.6,0,"CC2","CC2"
"18218","1/1/2013",15.1,-16.2,0,"CC2","CC2"
"18219","1/2/2013",19,15.7,0.01,"CC2","CC2"
"18220","1/3/2013",19.8,10.2,0,"CC2","CC2"
"18221","1/4/2013",30.6,10.4,0,"CC2","CC2"
"18222","1/5/2013",24.6,4.2,0,"CC2","CC2"
"18223","1/6/2013",23.5,9.2,0,"CC2","CC2"
"18224","1/7/2013",37.4,14,0,"CC2","CC2"
"18225","1/8/2013",35.3,8.3,0,"CC2","CC2"
"18226","1/9/2013",33.3,22.1,0,"CC2","CC2"
"18227","1/10/2013",40.7,23.4,0,"CC2","CC2"
"18228","1/11/2013",38.7,32.7,0,"CC2","CC2"
"18229","1/12/2013",39.5,4.6,0,"CC2","CC2"
"18230","1/13/2013",5.7,-0.8,0,"CC2","CC2"
"18231","1/14/2013",11.4,-2.4,0,"CC2","CC2"
"18232","1/15/2013",27.7,4.5,0,"CC2","CC2"
"18233","1/16/2013",33.1,13.9,0,"CC2","CC2"
"18234","1/17/2013",16.4,4.1,0,"CC2","CC2"
"18235","1/18/2013",39,9.9,0,"CC2","CC2"
"18236","1/19/2013",36.4,2.1,0,"CC2","CC2"
"18237","1/20/2013",5.5,-4.5,0,"CC2","CC2"
"18238","1/21/2013",-3.3,-14.1,0.05,"CC2","CC2"
"18239","1/22/2013",-1.3,-19.2,0.05,"CC2","CC2"
"18240","1/23/2013",12.8,-5.7,0,"CC2","CC2"
"18241","1/24/2013",7.2,-10.2,0,"CC2","CC2"
"18242","1/25/2013",16.8,3.1,0,"CC2","CC2"
"18243","1/26/2013",21.5,-7.4,0,"CC2","CC2"
"18244","1/27/2013",32.9,21.7,0,"CC2","CC2"
"18245","1/28/2013",33.1,27,0,"CC2","CC2"
"18246","1/29/2013",34.6,28.7,0,"CC2","CC2"
"18247","1/30/2013",27.7,10.5,0.08,"CC2","CC2"
"18248","1/31/2013",9,-7.6,0.06,"CC2","CC2"
"18249","2/1/2013",0.3,-19.1,0.05,"CC2","CC2"
"18250","2/2/2013",9.5,-4.1,0.01,"CC2","CC2"
"18251","2/3/2013",11.8,2.1,0.03,"CC2","CC2"
"18252","2/4/2013",12.5,-0.5,0,"CC2","CC2"
"18253","2/5/2013",24.9,3.3,0,"CC2","CC2"
"18254","2/6/2013",22.2,-1.4,0.09,"CC2","CC2"
"18255","2/7/2013",27.1,22.2,0,"CC2","CC2"
"18256","2/8/2013",25.7,4,0,"CC2","CC2"
"18257","2/9/2013",30.6,16.5,0.03,"CC2","CC2"
"18258","2/10/2013",31.5,26,0.01,"CC2","CC2"
"18259","2/11/2013",29.7,18.5,0,"CC2","CC2"
"18260","2/12/2013",33.2,4.5,0.05,"CC2","CC2"
"18261","2/13/2013",38.6,19,0.03,"CC2","CC2"
"18262","2/14/2013",31.5,15.7,0.02,"CC2","CC2"
"18263","2/15/2013",16.7,1.7,0.3,"CC2","CC2"
"18264","2/16/2013",18.7,-0.8,0.11,"CC2","CC2"
"18265","2/17/2013",29.5,-2.5,0.12,"CC2","CC2"
"18266","2/18/2013",32.2,13.6,0.12,"CC2","CC2"
"18267","2/19/2013",11.9,0.3,0.04,"CC2","CC2"
"18268","2/20/2013",13.7,-11.8,0.06,"CC2","CC2"
"18269","2/21/2013",22.5,-8,0.04,"CC2","CC2"
"18270","2/22/2013",25.4,19.1,0.02,"CC2","CC2"
"18271","2/23/2013",33.4,12.2,0.01,"CC2","CC2"
"18272","2/24/2013",35.6,4.2,0.21,"CC2","CC2"
"18273","2/25/2013",36.1,11.2,0.16,"CC2","CC2"
"18274","2/26/2013",36.8,11.4,0.26,"CC2","CC2"
"18275","2/27/2013",37.6,27.7,0.08,"CC2","CC2"
"18276","2/28/2013",30.3,22.2,0.03,"CC2","CC2"
"18277","3/1/2013",28.8,16.6,0.13,"CC2","CC2"
"18278","3/2/2013",29.3,-3.7,0.2,"CC2","CC2"
"18279","3/3/2013",31.1,10.1,0.06,"CC2","CC2"
"18280","3/4/2013",26.3,22.8,0.04,"CC2","CC2"
"18281","3/5/2013",26.7,19.4,0.02,"CC2","CC2"
"18282","3/6/2013",26.5,6.2,0.01,"CC2","CC2"
"18283","3/7/2013",32.2,-4.3,0.09,"CC2","CC2"
"18284","3/8/2013",37.9,12.9,0.01,"CC2","CC2"
"18285","3/9/2013",35.9,30.8,0.01,"CC2","CC2"
"18286","3/10/2013",34.1,28.9,0,"CC2","CC2"
"18287","3/11/2013",30,24.7,0.08,"CC2","CC2"
"18288","3/12/2013",28.1,19.3,0.22,"CC2","CC2"
"18289","3/13/2013",31.9,10.2,0.2,"CC2","CC2"
"18290","3/14/2013",39.4,19.8,0.08,"CC2","CC2"
"18291","3/15/2013",32,21.5,0.04,"CC2","CC2"
"18292","3/16/2013",22.6,11.3,0.06,"CC2","CC2"
"18293","3/17/2013",24,-5.9,0.19,"CC2","CC2"
"18294","3/18/2013",26.5,13.9,0.4,"CC2","CC2"
"18295","3/19/2013",21.3,6.2,0.11,"CC2","CC2"
"18296","3/20/2013",22.3,3.3,0.1,"CC2","CC2"
"18297","3/21/2013",26.3,-6.6,0.09,"CC2","CC2"
"18298","3/22/2013",35.2,-2.8,0.09,"CC2","CC2"
"18299","3/23/2013",38.9,10.7,0.07,"CC2","CC2"
"18300","3/24/2013",32,26.5,0.01,"CC2","CC2"
"18301","3/25/2013",37.5,18.9,0.03,"CC2","CC2"
"18302","3/26/2013",39,27.8,0.01,"CC2","CC2"
"18303","3/27/2013",42.3,25.2,0,"CC2","CC2"
"18304","3/28/2013",45,15,0.01,"CC2","CC2"
"18305","3/29/2013",48.6,22.7,0,"CC2","CC2"
"18306","3/30/2013",50.8,37.1,0,"CC2","CC2"
"18307","3/31/2013",36.6,25.5,0,"CC2","CC2"
"18308","4/1/2013",31.8,14.9,0.15,"CC2","CC2"
"18309","4/2/2013",34.6,14.5,0.15,"CC2","CC2"
"18310","4/3/2013",43.9,10.8,0.08,"CC2","CC2"
"18311","4/4/2013",47.3,34,0.04,"CC2","CC2"
"18312","4/5/2013",39.9,21.7,0.03,"CC2","CC2"
"18313","4/6/2013",46.9,33.4,0.04,"CC2","CC2"
"18314","4/7/2013",45.6,33.9,0.01,"CC2","CC2"
"18315","4/8/2013",42.1,36.4,0,"CC2","CC2"
"18316","4/9/2013",43.6,33.3,0,"CC2","CC2"
"18317","4/10/2013",39.9,32,0,"CC2","CC2"
"18318","4/11/2013",36,28.1,0.01,"CC2","CC2"
"18319","4/12/2013",34.3,26.7,0,"CC2","CC2"
"18320","4/13/2013",36.3,23,0,"CC2","CC2"
"18321","4/14/2013",33.1,19.4,0,"CC2","CC2"
"18322","4/15/2013",37.9,31.7,0,"CC2","CC2"
"18323","4/16/2013",44.6,30.7,0.01,"CC2","CC2"
"18324","4/17/2013",40.3,27,0,"CC2","CC2"
"18325","4/18/2013",32.5,30,0,"CC2","CC2"
"18326","4/19/2013",36.8,28.2,0,"CC2","CC2"
"18327","4/20/2013",39.3,12.3,0,"CC2","CC2"
"18328","4/21/2013",43.4,29,0,"CC2","CC2"
"18329","4/22/2013",41,31.2,0,"CC2","CC2"
"18330","4/23/2013",41.4,27.1,0,"CC2","CC2"
"18331","4/24/2013",50.2,21.5,0,"CC2","CC2"
"18332","4/25/2013",49.6,29.3,0,"CC2","CC2"
"18333","4/26/2013",71,41.9,0,"CC2","CC2"
"18334","4/27/2013",74.5,31.2,0,"CC2","CC2"
"18335","4/28/2013",77.6,50.9,0,"CC2","CC2"
"18336","4/29/2013",73.5,46,0,"CC2","CC2"
"18337","4/30/2013",69.3,56.3,0,"CC2","CC2"
"18338","5/1/2013",55.1,33.7,0.19,"CC2","CC2"
"18339","5/2/2013",44.9,34.7,0,"CC2","CC2"
"18340","5/3/2013",36.2,29.8,0.16,"CC2","CC2"
"18341","5/4/2013",44.7,31.8,0.1,"CC2","CC2"
"18342","5/5/2013",65,36.4,0,"CC2","CC2"
"18343","5/6/2013",74.5,37.7,0,"CC2","CC2"
"18344","5/7/2013",77.4,43.6,0,"CC2","CC2"
"18345","5/8/2013",75.9,49.4,0.13,"CC2","CC2"
"18346","5/9/2013",56.8,42.8,0.09,"CC2","CC2"
"18347","5/10/2013",65.4,32.6,0,"CC2","CC2"
"18348","5/11/2013",53.6,38,0,"CC2","CC2"
"18349","5/12/2013",56.8,29.6,0,"CC2","CC2"
"18350","5/13/2013",69.2,27.2,0.01,"CC2","CC2"
"18351","5/14/2013",94,40.7,0,"CC2","CC2"
"18352","5/15/2013",80.4,48.2,0,"CC2","CC2"
"18353","5/16/2013",80.5,45,0,"CC2","CC2"
"18354","5/17/2013",66.5,55.4,0.02,"CC2","CC2"
"18355","5/18/2013",78.8,53.1,0.72,"CC2","CC2"
"18356","5/19/2013",82,60.9,0.71,"CC2","CC2"
"18357","5/20/2013",71.2,58.6,0.19,"CC2","CC2"
"18358","5/21/2013",55.2,45.2,0.32,"CC2","CC2"
"18359","5/22/2013",51.1,42.8,0.06,"CC2","CC2"
"18360","5/23/2013",63.1,42,0,"CC2","CC2"
"18361","5/24/2013",66.1,30.7,0.24,"CC2","CC2"
"18362","5/25/2013",65.4,51.6,0.22,"CC2","CC2"
"18363","5/26/2013",63.2,49.6,0,"CC2","CC2"
"18364","5/27/2013",60.7,55.9,0,"CC2","CC2"
"18365","5/28/2013",59.6,52.8,0.03,"CC2","CC2"
"18366","5/29/2013",76.6,56.1,0.01,"CC2","CC2"
"18367","5/30/2013",76.7,62.9,0.59,"CC2","CC2"
"18368","5/31/2013",77.7,60.5,0.14,"CC2","CC2"
"18369","6/1/2013",69.3,50.9,0.02,"CC2","CC2"
"18370","6/2/2013",66.1,47.4,0,"CC2","CC2"
"18371","6/3/2013",67.5,38.9,0,"CC2","CC2"
"18372","6/4/2013",63.3,52.5,0.36,"CC2","CC2"
"18373","6/5/2013",56.7,51,0.1,"CC2","CC2"
"18374","6/6/2013",55.2,47.7,0.01,"CC2","CC2"
"18375","6/7/2013",62.9,49.1,0,"CC2","CC2"
"18376","6/8/2013",71,52,0,"CC2","CC2"
"18377","6/9/2013",62.6,55.7,0.4,"CC2","CC2"
"18378","6/10/2013",73.1,55.5,0,"CC2","CC2"
"18379","6/11/2013",78.3,50.4,0,"CC2","CC2"
"18380","6/12/2013",75.8,58,0.19,"CC2","CC2"
"18381","6/13/2013",76.3,54.6,0,"CC2","CC2"
"18382","6/14/2013",76.5,50,0,"CC2","CC2"
"18383","6/15/2013",74.8,61.1,0.02,"CC2","CC2"
"18384","6/16/2013",85.1,50.2,0.03,"CC2","CC2"
"18385","6/17/2013",78.1,53.7,0.13,"CC2","CC2"
"18386","6/18/2013",74,46.7,0.01,"CC2","CC2"
"18387","6/19/2013",81.9,50.8,0.02,"CC2","CC2"
"18388","6/20/2013",84.6,65,0.03,"CC2","CC2"
"18389","6/20/2013",84.6,65,0.03,"CC2","CC2"
"18390","6/21/2013",78.5,63.7,0.27,"CC2","CC2"
"18391","6/22/2013",78.4,64.7,0.22,"CC2","CC2"
"18392","6/23/2013",81.8,64.8,0.82,"CC2","CC2"
"18393","6/24/2013",81.9,57.6,0.14,"CC2","CC2"
"18394","6/25/2013",84.5,60.4,0.14,"CC2","CC2"
"18395","6/26/2013",87.3,71.4,0.06,"CC2","CC2"
"18396","6/27/2013",84.8,64.1,0.02,"CC2","CC2"
"18397","6/28/2013",76,60.9,0.07,"CC2","CC2"
"18398","6/29/2013",75,58.8,0.01,"CC2","CC2"
"18399","6/30/2013",80.8,50.8,0.01,"CC2","CC2"
"18400","7/1/2013",82.4,52.8,0.01,"CC2","CC2"
"18401","7/2/2013",80.7,52.6,0,"CC2","CC2"
"18402","7/3/2013",82.5,50.3,0.02,"CC2","CC2"
"18403","7/4/2013",87.5,55.7,0,"CC2","CC2"
"18404","7/5/2013",87.3,64,0,"CC2","CC2"
"18405","7/6/2013",83,69,0,"CC2","CC2"
"18406","7/7/2013",88.8,67.8,1.48,"CC2","CC2"
"18407","7/8/2013",80.3,57.7,0.01,"CC2","CC2"
"18408","7/9/2013",84,64,0.63,"CC2","CC2"
"18409","7/10/2013",78.6,59.3,0,"CC2","CC2"
"18410","7/11/2013",82.7,54,0,"CC2","CC2"
"18411","7/12/2013",86.3,66.5,0,"CC2","CC2"
"18412","7/13/2013",77.2,65.8,0.54,"CC2","CC2"
"18413","7/14/2013",83.5,68.6,0,"CC2","CC2"
"18414","7/15/2013",86.2,63.3,0,"CC2","CC2"
"18415","7/16/2013",89.7,71.5,0,"CC2","CC2"
"18416","7/17/2013",90.8,67.7,0,"CC2","CC2"
"18417","7/18/2013",91.8,71.7,0,"CC2","CC2"
"18418","7/19/2013",82.8,65.5,0,"CC2","CC2"
"18419","7/20/2013",75.4,61,0.02,"CC2","CC2"
"18420","7/21/2013",78,53.9,0,"CC2","CC2"
"18421","7/22/2013",84.6,64.6,0,"CC2","CC2"
"18422","7/23/2013",74,55.2,0,"CC2","CC2"
"18423","7/24/2013",76,50.4,0,"CC2","CC2"
"18424","7/25/2013",76.8,59.3,0.05,"CC2","CC2"
"18425","7/26/2013",67.3,55.4,0.02,"CC2","CC2"
"18426","7/27/2013",59.3,51.1,0.06,"CC2","CC2"
"18427","7/28/2013",70.4,46,0,"CC2","CC2"
"18428","7/29/2013",74.8,44.8,0,"CC2","CC2"
"18429","7/30/2013",69,59.2,0.39,"CC2","CC2"
"18430","7/31/2013",78.4,56.4,0,"CC2","CC2"
"18431","8/1/2013",80.2,52.4,0,"CC2","CC2"
"18432","8/2/2013",75.7,52.3,0,"CC2","CC2"
"18433","8/3/2013",76.6,46.3,0,"CC2","CC2"
"18434","8/4/2013",75.8,47.9,0,"CC2","CC2"
"18435","8/5/2013",79.8,59.8,0.42,"CC2","CC2"
"18436","8/6/2013",83.2,52.9,0.07,"CC2","CC2"
"18437","8/7/2013",75.8,51,0,"CC2","CC2"
"18438","8/8/2013",76.6,48.9,0,"CC2","CC2"
"18439","8/9/2013",74.2,55.3,0,"CC2","CC2"
"18440","8/10/2013",76,53,0,"CC2","CC2"
"18441","8/11/2013",80.7,52.9,0.02,"CC2","CC2"
"18442","8/12/2013",79.6,54.9,0,"CC2","CC2"
"18443","8/13/2013",76.8,50,0,"CC2","CC2"
"18444","8/14/2013",77.4,45.9,0,"CC2","CC2"
"18445","8/15/2013",78.7,45.9,0,"CC2","CC2"
"18446","8/16/2013",80,52.8,0,"CC2","CC2"
"18447","8/17/2013",80.6,49,0,"CC2","CC2"
"18448","8/18/2013",81.5,53,0,"CC2","CC2"
"18449","8/19/2013",86.3,63.9,0,"CC2","CC2"
"18450","8/20/2013",88.7,68.7,0,"CC2","CC2"
"18451","8/21/2013",87.7,64.7,0,"CC2","CC2"
"18452","8/22/2013",84.2,54.1,0,"CC2","CC2"
"18453","8/23/2013",85.4,49.2,0,"CC2","CC2"
"18454","8/24/2013",88.6,68.7,0,"CC2","CC2"
"18455","8/25/2013",95.9,77.9,0,"CC2","CC2"
"18456","8/26/2013",96.5,77.6,0,"CC2","CC2"
"18457","8/27/2013",91.1,68.7,0,"CC2","CC2"
"18458","8/28/2013",89,66.3,0,"CC2","CC2"
"18459","8/29/2013",90.3,64.9,0.05,"CC2","CC2"
"18460","8/30/2013",83.1,65.7,0,"CC2","CC2"
"18461","8/31/2013",87.6,55.5,0.08,"CC2","CC2"
"18462","9/1/2013",70.6,58.8,0,"CC2","CC2"
"18463","9/2/2013",67.5,48.8,0,"CC2","CC2"
"18464","9/3/2013",77.4,40.8,0,"CC2","CC2"
"18465","9/4/2013",81,52.7,0,"CC2","CC2"
"18466","9/5/2013",81.4,50.4,0.06,"CC2","CC2"
"18467","9/6/2013",89.3,66.5,0,"CC2","CC2"
"18468","9/7/2013",89.9,64.2,0,"CC2","CC2"
"18469","9/8/2013",67.1,60,0.05,"CC2","CC2"
"18470","9/9/2013",88.6,62,0.02,"CC2","CC2"
"18471","9/10/2013",81.7,65.6,0.03,"CC2","CC2"
"18472","9/11/2013",82.1,57.2,0,"CC2","CC2"
"18473","9/12/2013",70.5,49,0,"CC2","CC2"
"18474","9/13/2013",68.5,35.9,0,"CC2","CC2"
"18475","9/14/2013",69.6,44.4,0.55,"CC2","CC2"
"18476","9/15/2013",62.2,43.9,0.14,"CC2","CC2"
"18477","9/16/2013",65,33.6,0,"CC2","CC2"
"18478","9/17/2013",67.1,41.4,0.01,"CC2","CC2"
"18479","9/18/2013",71.1,57.3,0.04,"CC2","CC2"
"18480","9/19/2013",74.4,62.9,0.94,"CC2","CC2"
"18481","9/20/2013",63.2,49.5,0.01,"CC2","CC2"
"18482","9/21/2013",62.4,42.4,0,"CC2","CC2"
"18483","9/22/2013",70.1,37.3,0,"CC2","CC2"
"18484","9/23/2013",71.8,53.2,0,"CC2","CC2"
"18485","9/24/2013",74.5,47.3,0,"CC2","CC2"
"18486","9/25/2013",72.6,44.2,0,"CC2","CC2"
"18487","9/26/2013",78.3,51.5,0,"CC2","CC2"
"18488","9/27/2013",80.9,65,0,"CC2","CC2"
"18489","9/28/2013",73.7,44.3,0.26,"CC2","CC2"
"18490","9/29/2013",73.8,40.9,0,"CC2","CC2"
"18491","9/30/2013",77.8,54.2,0,"CC2","CC2"
"18492","10/1/2013",73,45,0,"CC2","CC2"
"18493","10/2/2013",73.6,35.9,0.19,"CC2","CC2"
"18494","10/3/2013",56,53.3,0.23,"CC2","CC2"
"18495","10/4/2013",58.5,53.2,0.08,"CC2","CC2"
"18496","10/5/2013",56.5,47,0.48,"CC2","CC2"
"18497","10/6/2013",51.1,39.6,0.05,"CC2","CC2"
"18498","10/7/2013",65.3,37.5,0.01,"CC2","CC2"
"18499","10/8/2013",75.2,41.1,0,"CC2","CC2"
"18500","10/9/2013",74.9,56.8,0,"CC2","CC2"
"18501","10/10/2013",75.6,49.9,0,"CC2","CC2"
"18502","10/11/2013",72.7,55.5,0,"CC2","CC2"
"18503","10/12/2013",59.1,42.5,0.1,"CC2","CC2"
"18504","10/13/2013",58.9,31.1,0,"CC2","CC2"
"18505","10/14/2013",53.7,32.3,0.16,"CC2","CC2"
"18506","10/15/2013",50.5,45,1.38,"CC2","CC2"
"18507","10/16/2013",54.2,33.4,0,"CC2","CC2"
"18508","10/17/2013",53.3,32.7,0.15,"CC2","CC2"
"18509","10/18/2013",51.2,36.1,0.24,"CC2","CC2"
"18510","10/19/2013",47,32.8,0.04,"CC2","CC2"
"18511","10/20/2013",36.6,27.7,0.25,"CC2","CC2"
"18512","10/21/2013",37.6,29.8,0,"CC2","CC2"
"18513","10/22/2013",40.5,23.4,0,"CC2","CC2"
"18514","10/23/2013",36.4,27.4,0,"CC2","CC2"
"18515","10/24/2013",41.5,31.7,0,"CC2","CC2"
"18516","10/25/2013",54.9,27.4,0,"CC2","CC2"
"18517","10/26/2013",51.1,35.5,0,"CC2","CC2"
"18518","10/27/2013",55.5,28,0,"CC2","CC2"
"18519","10/28/2013",41.9,28.1,0,"CC2","CC2"
"18520","10/29/2013",36.9,26.7,0.02,"CC2","CC2"
"18521","10/30/2013",47,35.7,0.13,"CC2","CC2"
